2025-03-26 14:14:21,-31.82,11.44,1482
2025-03-26 14:14:36,-27.85,57.22,948
2025-03-26 14:14:51,17.34,52.24,810
2025-03-26 14:15:06,28.94,99.3,411
2025-03-26 14:15:21,-46.61,55.4,1067
2025-03-26 14:15:36,-31.7,99.39,304
2025-03-26 14:15:51,0.89,76.17,657
2025-03-26 14:16:06,-7.58,57.25,910
2025-03-26 14:16:21,49.71,28.66,302
2025-03-26 14:16:36,5.31,16.61,1654
2025-03-26 14:16:51,17.23,35.49,1979
2025-03-26 14:17:06,-24.94,2.05,1220
2025-03-26 14:17:21,-31.19,32.29,1581
2025-03-26 14:17:36,33.45,10.1,1993
2025-03-26 14:17:51,-19.75,17.15,699
2025-03-26 14:18:06,-20.02,96.52,1760
2025-03-26 14:18:21,35.15,81.14,803
2025-03-26 14:18:36,34.22,98.27,1104
2025-03-26 14:18:51,-33.02,86.7,1190
2025-03-26 14:19:06,-48.44,87.26,1169
2025-03-26 14:19:22,43.13,75.17,1135
2025-03-26 14:19:37,45.7,89.42,851
2025-03-26 14:19:52,34.53,70.49,1717
2025-03-26 14:20:07,19.53,16.54,855
2025-03-26 14:20:22,-2.51,36.62,632
2025-03-26 14:20:37,-43.84,53.36,321
2025-03-26 14:20:52,-22.28,71.07,798
2025-03-26 14:21:07,-17.39,81.02,579
2025-03-26 14:21:22,-19.69,60.06,462
2025-03-26 14:21:37,19.55,62.77,1566
2025-03-26 14:21:52,29.73,34.68,1731
2025-03-26 14:22:07,-41.88,42.23,942
2025-03-26 14:22:22,-41.77,74.36,471
2025-03-26 14:22:37,-16.01,26.11,905
2025-03-26 14:22:52,21.49,58.69,957
2025-03-26 14:23:07,23.96,88.54,1466
2025-03-26 14:23:22,-21.89,6.14,484
2025-03-26 14:23:37,36.59,59.95,1618
2025-03-26 14:23:52,27.62,29.01,1749
2025-03-26 14:24:07,-12.99,99.9,1829
2025-03-26 14:24:22,44.04,96.58,1001
2025-03-26 14:24:37,-25.05,53.65,1985
2025-03-26 14:24:52,35.76,30.02,858
2025-03-26 14:25:07,-2.55,18.84,1369
2025-03-26 14:25:22,15.93,60.54,1288
2025-03-26 14:25:37,35.64,75.95,1467
2025-03-26 14:25:52,-49.85,1.73,1517
2025-03-26 14:26:07,39.25,68.39,357
2025-03-26 14:26:22,-14.51,17.67,1275
2025-03-26 14:26:37,49.49,50.93,462
2025-03-26 14:26:52,-17.18,88.14,1876
2025-03-26 14:27:07,-10.27,3.5,833
2025-03-26 14:27:22,-7.05,46.82,1807
2025-03-26 14:27:37,25.68,40.89,1228
2025-03-26 14:27:52,-41.79,99.39,639
2025-03-26 14:28:07,10.04,58.26,1406
2025-03-26 14:28:22,-30.5,5.98,1460
2025-03-26 14:28:37,29.21,35.42,1296
2025-03-26 14:28:52,-48.82,19.28,590
2025-03-26 14:29:07,-8.08,59.14,1038
2025-03-26 14:29:22,-7.3,76.47,356
2025-03-26 14:29:37,41.44,32.19,1438
2025-03-26 14:29:52,-13.0,80.9,1149
2025-03-26 14:30:07,-44.85,44.25,1403
2025-03-26 14:30:23,42.35,12.27,610
2025-03-26 14:30:38,-34.64,4.14,1142
2025-03-26 14:30:53,-46.93,47.05,1763
2025-03-26 14:31:08,31.2,73.8,406
2025-03-26 14:31:23,30.04,98.27,386
2025-03-26 14:39:49,16.71,52.03,456
2025-03-26 14:40:04,-6.24,87.25,427
2025-03-26 14:40:19,46.69,27.08,1452
2025-03-26 14:40:34,33.09,8.98,923
2025-03-26 14:40:49,-7.93,6.82,1982
2025-03-26 14:41:04,-33.89,92.3,1932
2025-03-26 14:41:19,28.44,37.92,929
2025-03-26 14:41:34,-32.2,46.66,911
2025-03-26 14:41:49,-6.11,75.55,361
2025-03-26 14:42:04,-26.23,44.05,1113
2025-03-26 14:42:19,44.3,3.2,1941
2025-03-26 14:42:34,-28.78,79.88,589
2025-03-26 14:42:49,-41.44,76.54,1870
2025-03-26 14:43:04,-43.97,1.46,780
2025-03-26 14:43:19,2.5,76.34,741
2025-03-26 14:43:34,-4.6,92.13,889
2025-03-26 14:43:49,33.83,46.44,967
2025-03-26 14:44:04,-27.74,59.18,1101
2025-03-26 14:44:19,24.07,7.12,1128
2025-03-26 14:44:34,21.72,46.56,1135
2025-03-26 14:44:49,10.41,93.14,1296
2025-03-26 14:45:04,-27.38,2.31,881
2025-03-26 14:45:19,24.38,60.87,931
2025-03-26 14:45:34,-10.91,31.95,1013
2025-03-26 14:45:49,15.2,12.53,1235
2025-03-26 14:46:04,-1.73,71.82,1337
2025-03-26 14:46:19,-12.37,4.2,1915
2025-03-26 14:46:34,37.64,67.41,1274
2025-03-26 14:46:49,-42.15,23.57,714
2025-03-26 14:47:04,35.37,55.03,813
2025-03-26 14:47:19,-45.79,31.05,1354
2025-03-26 14:47:34,-40.07,65.99,753
2025-03-26 14:47:49,-47.46,74.8,1066
2025-03-26 14:48:04,-33.66,52.72,1816
2025-03-26 14:48:19,-34.02,47.56,1548
2025-03-26 14:48:34,-41.76,10.25,1124
2025-03-26 14:48:49,36.55,74.96,1659
2025-03-26 14:49:04,30.32,32.4,1277
2025-03-26 14:49:19,0.13,77.11,1421
2025-03-26 14:49:34,-31.04,65.66,996
2025-03-26 14:49:49,45.38,98.96,1657
2025-03-26 14:50:04,0.01,85.31,1505
2025-03-26 14:50:19,18.6,6.36,1974
2025-03-26 14:50:34,-6.11,57.64,896
2025-03-26 14:50:49,-11.23,12.28,1195
2025-03-26 14:51:04,22.16,20.82,1094
2025-03-26 14:51:19,21.58,69.89,964
2025-03-26 14:51:34,-34.48,72.81,1248
2025-03-26 14:51:49,-48.47,64.26,1294
2025-03-26 14:52:04,37.15,45.02,1796
2025-03-26 14:52:19,-10.14,50.44,1715
2025-03-26 14:52:34,10.94,95.36,1629
2025-03-26 14:52:49,-2.01,34.14,1233
2025-03-26 14:53:04,30.33,62.22,1208
2025-03-26 14:53:19,44.01,92.07,997
2025-03-26 14:53:34,-19.53,7.39,1998
2025-03-26 14:53:49,32.24,44.56,1500
2025-03-26 14:54:04,40.84,0.15,747
2025-03-26 14:54:19,42.84,66.12,752
2025-03-26 14:54:34,-16.15,56.84,1391
2025-03-26 14:54:49,-34.1,20.28,643
2025-03-26 14:55:04,-8.49,94.69,1364
2025-03-26 14:55:19,-32.68,33.87,972
2025-03-26 14:55:34,17.24,30.93,1678
2025-03-26 14:55:49,-46.38,40.81,1024
2025-03-26 14:56:04,-42.97,19.06,930
2025-03-26 14:56:19,-19.36,8.94,1035
2025-03-26 14:56:34,26.82,82.75,554
2025-03-26 14:56:49,-19.35,62.62,1654
2025-03-26 14:57:04,14.09,1.17,1845
2025-03-26 14:57:19,32.37,57.83,1833
2025-03-26 14:57:34,28.2,18.39,1793
2025-03-26 14:57:49,3.18,35.02,772
2025-03-26 14:58:04,33.07,90.77,1143
2025-03-26 14:58:19,-33.42,95.2,468
2025-03-26 14:58:34,-27.37,14.25,953
2025-03-26 14:58:49,20.29,98.57,1043
